# base64 English<TAB>base64 Japanese
QWJvdXQgYSBtYW4gSSBtZXQgdGhyZWUgZGF5cyBhZ28=	M+aXpeWJjeOBq+S8muOBo+OBn+eUt+OBq+OBpOOBhOOBpg==
V2hpbGUgc3RhbmRpbmcgdW5kZXIgYSBwYWludGluZyBvZiBteXNlbGY=	6Ieq5YiG6Ieq6Lqr44Gu57W155S744Gu5LiL44Gr56uL44Gj44Gm44GE44KL6ZaT
QW5kIExlbyBzYXcgbWUgbG9vaw==	44GoIOODrOOCqiDopovjgZ8g56eBIOimi+OCiw==
TGVvIFNBVyBNRSBMT09LIGFuZCBoZSBsYXVnaGVkIGludG8gaGlzIGdsYXNz	44Os44KqU0FXIE1FIExPT0vjgajlvbzjga/lvbzjga7jgqzjg6njgrnjgavnrJHjgaPjgZ8=
Tm90aGluZy4gSGUgdG9wcGVkIHVwIG15IHdpbmUgYW5kIHdhbGtlZCBvZmYu	44GE44GE44GI44CCIOiHquWIhuOBruODr+OCpOODs+OCkuODiOODg+ODlOODs+OCsOOBl+OAgeaVo+atqeOAgg==
SSB3YW50IHRvIGRpZQ==	5q2744Gs
SSd2ZSBzcGVudCB0aHJlZSBkYXlzIGJlaW5nIGZsYXR0ZXJlZCBieSB3aGF0IEkgdGhvdWdodCB3YXMgYSBib3k=	5bCR5bm044Gg44Gj44Gf44Go5oCd44Gj44Gf5LqL44GnM+aXpeOCkuW5s+OCieOBq+mBjuOBlOOBl+OBvuOBl+OBnw==
QW5kIGl0IHR1cm5zIG91dCBJJ3ZlIGJlZW4gZGVhbGluZyB3aXRoIGEgZ3Jvd24gbWFuIHRoZSB3aG9sZSB0aW1l	44Gd44GX44Gm44CB44Gd44KM44Gv56eB44GM5oiQ6ZW344GX44Gf55S344Go5YWo5L2T44Gu5pmC6ZaT44KS5omx44GG44GX44Gm44GN44Gf44GT44Go
SGUgaGFzbid0IG1lbnRpb25lZCBpdCBvbmNlIGJ5IHRoZSB3YXkuIE5vdCBhIGpva2UsIG5vdCBhIGxvb2ssIG5vdGhpbmcu	6YCU5Lit44Gn5LiA5bqm44Gv6Kmx44Gb44Gq44GL44Gj44Gf44CCIOWGl+irh+OBp+OBr+OBquOBj+OAgeS4gOimi+OAgeS9leOCguOBquOBhOOAgg==
SGUncyBqdXN0IGdvaW5nIHRvIHN0YW5kIHRoZXJlIGJlaW5nIGNvbXBsZXRlbHkgY2VydGFpbiB1bnRpbCBzb21lYm9keSBkZWNpZGVzIHNvbWV0aGluZw==	6Kqw44GL44GM5L2V44GL44KS5rG644KB44KL44G+44Gn44CB5b2844Gv44Gd44GT44Gr56uL44Gj44Gm44GE44KL44Gk44KC44KK44Gn44GZ
SSBsaWtlIGl0IGEgbG90	44Gf44GP44GV44KT5aW944GN
WW91IHNob3VsZCBwcm9iYWJseSBrbm93IHRoYXQgYmVmb3JlIHRvbmlnaHQ=	44GC44Gq44Gf44Gv44GK44Gd44KJ44GP5aSc5YmN44Gr55+l44Gj44Gm44GE44KL5b+F6KaB44GM44GC44KK44G+44GZ
QW5kIGhlIGhhc24ndCBzYWlkIGEgd29yZCBhYm91dCBpdC4gTm90IG9uZSBqb2tlLg==	44Gd44GX44Gm44CB5b2844Gv44Gd44KM44Gr44Gk44GE44Gm6Kqe44KJ44Gq44GE44CCIOWGl+irh+OBp+OBr+OBguOCiuOBvuOBm+OCk+OAgg==
SGUgYXNrZWQgYWJvdXQgeW91LCBieSB0aGUgd2F5	44GC44Gq44Gf44Gr44Gk44GE44Gm5bCL44Gt44G+44GX44Gf44CC
V2hhdCB5b3UgZG8uIEhvdyBsb25nIHdlJ3ZlIGJlZW4gbWFycmllZC4=	44GK5ZWP44GE5ZCI44KP44GbIOe1kOWpmuOBl+OBn+aZguacnw==
QW5kIGhlIGxpc3RlbmVkIHRvIHRoZSBhbnN3ZXJzLCB3aGljaCBtb3N0IHBlb3BsZSBkb250	44G744Go44KT44Gp44Gu5Lq644GM44GE44Gq44GE562U44GI44Gr6ICz44KS5YK+44GR44CB
QWJvdXQgdXM/IE5vLg==	44GK5ZWP44GE5ZCI44KP44GbIOOBhOOBhOOBiOOAgg==
SGUga25vd3MgSSdtIG1hcnJpZWQuIEhlIGRvZXNuJ3Qga25vdyB3aGF0IHRoYXQgbWVhbnMgaGVyZS4=	56eB44Gv57WQ5ama44GX44Gm44GE44KL55+l44Gj44Gm44GE44G+44GZ44CCIOOBk+OBk+OBruaEj+WRs+OBjOOCj+OBi+OCieOBquOBhOOAgg==
QW55d2F5IEknbSBnb2luZyB0byBoaWRlIGluIHRoZSBiYWNrIHJvb20gYW5kIGdldCBteSBoZWFkIHN0cmFpZ2h0	44Go44Gr44GL44GP56eB44Gv5aWl44Gu6YOo5bGL44Gr6Zqg44KM44Gm44CB6aCt44KS44G+44Gj44GZ44GQ44Gr44GZ44KL44Gk44KC44KK44Gn44GZ
Q2FuIEkgYXNrIHlvdSBzb21ldGhpbmcgYmVmb3JlIHRoZSBkb29ycyBvcGVu	44OJ44Ki44KS6ZaL44GR44KL5YmN44Gr5L2V44GL44KS5bCL44Gt44KL44GT44Go44GM44Gn44GN44G+44GZ
U2Vt	44K744Og
SGUncyBub3QgYSBraWQgYW5kIGhlJ3Mgbm90IGEgcHVwcHkuIEhlJ3MgYWJvdXQgeW91ciBhZ2UgYW5kIGhlIGtub3dzIGhpcyBvd24gbWluZC4=	5b2844Gv5a2Q5L6b44Gn44Gv44Gq44GE44GX44CB5b2844Gv5a2Q54qs44Gn44Gv44Gq44GE44CCIOiHquWIhuOBruW5tOm9ouOCkuefpeOCiuOAgeiHquWIhuOBruW/g+OCkuefpeOCiw==
T25lIGNsYXNzLCBvbmUgc2Vzc2lvbiwgYW5kIGhlJ3MgYXNrZWQgYWJvdXQgaGVyIGF0IGJvdGg=	MeOBpOOBruOCr+ODqeOCueOAgTHjgaTjga7jgrvjg4Pjgrfjg6fjg7PjgaflvbzlpbPjgavjgaTjgYTjgablsIvjga3jgos=
SGUncyBuZXZlciBvbmNlIHNhaWQgYSB3b3JkIGFib3V0IGhlciBJJ2QgaGF2ZSB0byByZXBlYXQgdG8geW91	56eB44Gv44GC44Gq44Gf44Gr57mw44KK6L+U44GZ5b+F6KaB44GM44GC44KK44CB5b285aWz44Gr44Gk44GE44Gm44Gu5Y2Y6Kqe44KS5LiA5bqm6KiA44Gj44Gm44GE44G+44Gb44KT
QnV0IGhlJ2xsIGJlIGhlcmUgdW50aWwgdGhlIGxhc3QgY2hhaXIgaXMgc3RhY2tlZA==	44GX44GL44GX44CB5pyA5b6M44Gu5qSF5a2Q44GM44K544K/44OD44Kv44GV44KM44KL44G+44Gn44GT44GT44Gr44GE44KL
QW5kIHNoZSdsbCBiZSBoZXJlIHVudGlsIHRoZSBsYXN0IGdsYXNzIGlzIHdhc2hlZA==	44Gd44GX44Gm44CB5pyA5b6M44Gu44Ks44Op44K544GM5rSX5rWE44GV44KM44KL44G+44Gn44GT44GT44Gr44GC44KK44G+44GZ
U28gYXQgc29tZSBwb2ludCB0b25pZ2h0IGl0J3MgdGhlIHRocmVlIG9mIHVzIGluIGFuIGVtcHR5IHJvb20=	44Gd44GT44Gn44CB5LuK5aSc44Gv56m65a6k44GnM+S6uuOBruengeOBn+OBoeOBp+OBmeOAgg==
SSdkIHJhdGhlciB5b3UgZGVjaWRlIHdoYXQgdGhhdCBpcyBub3cgdGhhbiBoYXZlIGl0IGRlY2lkZSBpdHNlbGYgYXQgbWlkbmlnaHQ=	5aSc5Lit5aSc44Gr6Ieq5YiG44Gn5rG644KB44KL44KI44KK44KC44CB5LuK44Gu44Go44GT44KN5L2V44KS5rG644G+44Gj44Gm44GE44KL44Gu44GL
SSdtIGFza2luZyBpZiBoZSBjYW4gc3RheQ==	5a6/5rOK44Gn44GN44KL44GL44Gp44GG44GL5bCL44Gt44KL
QmVmb3JlIHlvdSBhbnN3ZXIsIHVuZGVyc3RhbmQgd2hhdCB5b3UncmUgY2hvb3NpbmcgYmV0d2Vlbg==	44GC44Gq44Gf44GM562U44GI44KL5YmN44Gr44CB44GC44Gq44Gf44GM6YG444G244KC44Gu44KS55CG6Kej44GX44G+44GZ
SWYgaGUgc3RheXMsIHNoZSBnZXRzIGEgbWFuIHdobyBoYXMgd2FudGVkIGhlciBzaW5jZSB0aGUgZGF5IHNoZSB0b29rIGhlciByb2JlIG9mZiBpbiBteSBzdHVkaW8=	5b2844GM5rue5Zyo44GX44Gf44KJ44CB5b285aWz44Gv56eB44Gu44K544K/44K444Kq44Gn5b285aWz44Gu44Ot44O844OW44KS5Y+W44Gj44Gf5pel5Lul5p2l44CB5b285aWz44KS5pyb44KT44Gn44GE44Gf55S344KS5Y+W5b6X44GX44G+44GZ
SWYgaGUgZG9lc24ndCwgc2hlJ3MgYWxvbmUgd2l0aCBtZQ==	44KC44GX44Gd44GG44Gn44Gq44GR44KM44Gw44CB5b285aWz44Gv56eB44Go5LiA5Lq644Gn44GE44KL
QW5kIHRoZXJlJ3Mgc29tZXRoaW5nIHNoZSdzIGJlZW4gYXNraW5nIG1lIGZvciBzaW5jZSB0aGUgYm91dGlxdWUgdGhhdCBzaGUgaGFzbid0IGhhZCB0aGUgbmVydmUgdG8gYXNrIHlvdSBmb3I=	44Gd44GX44Gm44CB5b285aWz44Gv5b285aWz44GM44GC44Gq44Gf44Gr5bCL44Gt44KL44Gf44KB44Gr56We57WM44KS5oyB44Gj44Gm44GE44Gf44GT44Go44GM44Gq44GE44Gu44Gn44CB5b285aWz44Gv56eB44Gr5bCL44Gt44Gm44GE44KL5L2V44GL44GM44GC44KK44G+44GZ
U2hlJ2xsIHRlbGwgeW91IGhlcnNlbGYsIGlmIHlvdSBzZW5kIGhpbSBob21l	44GC44Gq44Gf44GM5b2844KS5a6244Gr6YCB44KM44Gw44CB5b285aWz44Gv44GC44Gq44Gf6Ieq6Lqr44KS5pWZ44GI44G+44GZ
Tm8gaXQgaXNuJ3Q=	44GC44KK44G+44Gb44KT
SG9uZXN0IHZlcnNpb24=	5q2j55u054mI
SWYgaGUgc3RheXMgaXQnbGwgYmUgZ29vZCBmb3IgYm90aCBvZiB0aGVtLCBhbmQgSSdsbCBtYWtlIHN1cmUgaXQncyBnb29kIGZvciBoZXI=	5b2844GM5rue5Zyo44GZ44KM44Gw44CB44Gd44Gu5Lih5pa544Gr6Imv44GE44Gn44GX44KH44GG44GX44CB5b285aWz44Gr44Go44Gj44Gm6Imv44GE44Go56K65L+h44GX44G+44GZ
SWYgaGUgZ29lcyBob21lIGl0J3MgbWUgYW5kIGhlciwgYW5kIHRoZXJlJ3Mgc29tZXRoaW5nIHNoZSB3YW50cyB0byBhc2sgeW91IGZpcnN0	5b2844GM5a6244Gr6KGM44GP44Gq44KJ44CB44Gd44KM44Gv56eB44Go5b285aWz44Gn44GZ44CB44Gd44GX44Gm5b285aWz44Gv5pyA5Yid44Gr44GC44Gq44Gf44Gr5bCL44Gt44Gf44GE44KC44Gu44GM44GC44KK44G+44GZ
RWl0aGVyIHdheSBub2JvZHkgZ2V0cyBhbnl0aGluZyB5b3UgZGlkbid0IHNheSB5ZXMgdG8=	44Gp44Gh44KJ44Gu5pa55rOV44Gn6Kqw44KC44GC44Gq44Gf44GM44Gd44GG6KiA44KP44Gq44GL44Gj44Gf5L2V44KC5Y+W5b6X44GX44G+44Gb44KT
QW5kIHNoZSBjYW4gc3RvcCBpdCBhdCBhbnkgcG9pbnQsIHdoaWNoZXZlciB3YXkgeW91IGdv	44Gd44GX44Gm44CB5b285aWz44Gv44CB44GC44Gq44Gf44GM6KGM44GP5Lu75oSP44Gu5pmC54K544Gn44Gd44KM44KS5YGc5q2i44GZ44KL44GT44Go44GM44Gn44GN44G+44GZ44CC
R29vZC4gU2F5IGl0IHRvIGhlciB0b25pZ2h0IGFueXdheS4=	44GK5ZWP44GE5ZCI44KP44GbIOW+ueWknOOBq+WRiuOBkuOCi+OAgg==
WW91ciBjYWxsLiBZb3UndmUgZ290IHR3ZW50eSBtaW51dGVzLg==	44GC44Gq44Gf44Gu5ZG844Gz5Ye644GX44CCIDIw5YiG44CC
VW5kZXJzdG9vZA==	44OR44K544Ov44O844OJ
Tm8gYXJndW1lbnQ/	5byV5pWw44Gq44GXPw==
SSdsbCB0ZWxsIGhlcg==	44GK5ZWP44GE5ZCI44KP44Gb
U2hlJ3MgZ29pbmcgdG8gYmUgdmVyeSBoYXBweSB3aXRoIHlvdQ==	55qG5qeY44Go44GK5Lya44GE44Gn44GN44KL44GT44Go
WW91J3JlIHN1cmU=	44GK5ZWP44GE5ZCI44KP44Gb
VGhlbiBoZSBzdGF5cw==	44Gd44Gu5b6M44CB5b2844Gv5rue5Zyo
SSdsbCBsb29rIGFmdGVyIGhlci4gQW5kIEknbGwgbWFrZSBzdXJlIHNoZSdzIHRoZSBvbmUgc3RlZXJpbmcgaXQu	44GC44Go44Gn6KaL44Gm44GE44GN44G+44GZ44CCIOOBneOBl+OBpuOAgeW9vOWls+OBr+OBneOCjOOCkuOCueODhuOCouODquODs+OCsDHjgaTjgafjgYLjgovjgZPjgajjgpLnorroqo3jgZfjgabjgY/jgaDjgZXjgYTjgII=
RGlkIHlvdSBhbmQgTGVvIGp1c3QgdGFsayBhYm91dCBtZQ==	44GC44Gq44Gf44Go44Os44Kq44Gv44Gh44KH44GG44Gp56eB44Gr44Gk44GE44Gm6Kmx44GX44G+44GX44Gf
QW5kPw==	44GK5ZWP44GE5ZCI44KP44Gb
SnVzdCBsaWtlIHRoYXQ=	44GT44KT44Gq5oSf44GY44Gn
SSBuZWVkIHRvIHNpdCBkb3du	5bqn44KL5b+F6KaB44GM44GC44KK44G+44GZ
QmFiZSBoZSBkb2Vzbid0IGtub3c=	44OZ44Kk44OWIOW9vOOBr+efpeOCieOBquOBhA==
SGUncyBvdXQgdGhlcmUgc3RyYWlnaHRlbmluZyBjaGFpcnMgbGlrZSB0aGVyZSBpcyBubyBwbGFuLi4u	5qSF5a2Q44KS44G+44Gj44GZ44GQ44Gr44GX44Gm44GE44KL44Gu44Gv44CB6KiI55S744GM44Gq44GE44Gu44GnLi4u
SXQgZG9lcyBzb21ldGhpbmcgdG8gbWUgSSBndWVzcw==	56eB44Gv5o6o5ris44GZ44KL5L2V44GL
SSBrbm93IGhvdyB0b25pZ2h0IGlzIG1vc3QgbGlrZWx5IGdvbm5hIGVuZC4uLiBoZSBoYXMgbm8gY2x1ZeKApiB5ZXQ=	56eB44Gv5LuK5aSc44GM5pyA44KC5Y+v6IO95oCn44GM6auY44GE44Gu44Gv55+l44Gj44Gm44GE44KLLi4u5b2844Gv54Sh5omL44GqLi4u44G+44Gg
V2VpcmTigKYgd2VpcmQgYW5kIGdvb2TigKYgSSB0aGluaw==	5aWH5aaZ44GqLi4uIOWlh+WmmeOBqiDjgagg6Imv44GELi4uIOengeOBr+aAneOBhg==
SSBrbm93	44GK5ZWP44GE5ZCI44KP44Gb
TGVvIHNhaWQgdGhlIHNhbWUgdGhpbmcgdHdpY2U=	44Os44Kq44GvMuWbnuWQjOOBmOOBk+OBqOOCkuiogOOBo+OBnw==
WW91IHR3byBhcmUgdW5iZWFyYWJsZSBoaWhp	44GC44Gq44Gf44GvMuOBpOOBr+iAkOOBiOmbo+OBhOODkuODkuOBp+OBmQ==
VGhhbmsgeW91IHRob3VnaA==	44GK5ZWP44GE5ZCI44KP44Gb
SSdtIG5vdCBnb2luZyB0bw==	56eB44Gv6KGM44GP44Gk44KC44KK44Gv44Gq44GE
WW91J3JlIGVuam95aW5nIHRoaXM=	44GT44KM44KS5qW944GX44KT44Gn44GE44G+44GZ
T2theS4gSSdsbCBob2xkIGl0Lg==	44GK5ZWP44GE5ZCI44KP44GbIOOBiuWVj+OBhOWQiOOCj+OBmw==
T25lIHRoaW5nIHRob3VnaA==	44Gn44KC44CB
SSdtIG5vdCB3ZWFyaW5nIHRoZSBwbHVnIHRvbmlnaHQ=	5aSc44Gv44OX44Op44Kw44KS552A44Gm44GE44Gq44GE
SSBrbm93LiBJJ20gdGVsbGluZyB5b3Uu	44GK5ZWP44GE5ZCI44KP44GbIOOBiuWVj+OBhOWQiOOCj+OBmw==
SSBicm91Z2h0IGl0LiBBbmQgaXRzIHN0YXlpbmcgaW4gbXkgYmFnLg==	5oyB44Gj44Gm44GN44G+44GX44Gf44CCIOODkOODg+OCsOOBq+aziuOBvuOCiw==
QmVjYXVzZSB0aGF0cyBhIG1lIGFuZCBMZW8gdGhpbmcgYW5kIEknbSBub3QgZG9pbmcgaXQgaW4gYSByb29tIHdpdGggc29tZW9uZSBlbHNl	44KP44Gf44GX44Go44Os44Kq44Gu5LqL44Gg44GL44KJ44CB5LuW44Gu6Kqw44GL44Go6YOo5bGL44Gn44KE44KJ44Gq44GE
SWYgdGhhdCBldmVyIGhhcHBlbnMgaXQgaGFwcGVucyBxdWlldGx5LCBhbmQgaXQgaGFwcGVucyB3aXRoIGhpbQ==	44Gd44KM44GM6Z2Z44GL44Gr6LW344GT44KL44Gq44KJ44Gw44CB44Gd44KM44Gv5b2844Go5LiA57eS44Gr6LW344GT44KK44G+44GZ
WW91J3JlIG5vdCBkaXNhcHBvaW50ZWQ/	44GC44Gq44Gf44Gv5aSx5pyb44GX44Gm44GE44G+44Gb44KT44GLPw==
WW91IHNob3VsZCBrbm93IHNvbWV0aGluZyBlbHNl	5L2V44GL5LuW44Gu44KC44Gu44KS55+l44Gj44Gm44GE44KL5b+F6KaB44GM44GC44KK44G+44GZ
TGVvIHRvbGQgbWUgd2hhdCB5b3Ugc2FpZC4gV29yZCBmb3Igd29yZC4=	44Os44Kq44Gv6KiA44GE44G+44GX44Gf44CCIOWNmOiqnuOBruOBn+OCgeOBruWNmOiqnuOAgg==
IkhlIGNhbiBzdGF5Ig==	44CM5a6/5rOK5Y+v6IO944CN
VGhyZWUgd29yZHMgYW5kIHlvdSBoYW5kZWQgbWUgdG8gYSBtYW4geW91J3ZlIG5ldmVyIG1ldA==	44GC44Gq44Gf44GM5Lya44Gj44Gf44GT44Go44GM44Gq44GE55S344GrM+OBpOOBruiogOiRieOBqOOBguOBquOBn+OCkua4oeOBl+OBvuOBl+OBnw==
SSd2ZSByZWFkIGl0IGFib3V0IHNpeCB0aW1lcw==	57SENuWbnuiqreOBv+OBvuOBl+OBnw==
SSdtIGdvaW5nIHRvIHRoaW5rIGFib3V0IHRob3NlIHRocmVlIHdvcmRzIGFsbCBuaWdodA==	5aSc44GvM+OBpOOBruWNmOiqnuOBq+OBpOOBhOOBpuiAg+OBiOOCi+OBpOOCguOCiuOBp+OBmQ==
V2hpbGUgSSB0YWxrIGFib3V0IGJydXNoc3Ryb2tlcyB3aXRoIGEgd29tYW4gY2FsbGVkIE1hcmd1ZXJpdGU=	56eB44Gv44Oe44Or44Kw44Op44Kk44OI44Go5ZG844Gw44KM44KL5aWz5oCn44Go44OW44Op44K344K544OI44Ot44O844Kv44Gr44Gk44GE44Gm6Kmx44GX44Gm44GE44KL6ZaT
VGhhbmsgeW91IGZvciBzYXlpbmcgeWVzIHRoZSB3YXkgeW91IHNhaWQgaXQ=	44Gd44GG6KiA44Gj44Gm44GE44Gf44Gg44GN44GC44KK44GM44Go44GG44GU44GW44GE44G+44GZIOOBr+OBhOOAgeOBguOBquOBn+OBjOiogOOBo+OBn+aWueazlQ==
TGlrZSBpdCB3YXNuJ3QgYSBiaWcgZGVhbC4gV2hlbiBpdCBvYnZpb3VzbHkgaXMu	44Gd44KM44G744Gp5aSn44GN44Gq5Y+W5byV44Gn44Gv44GC44KK44G+44Gb44KT44Gn44GX44Gf44CCIOaYjuOCieOBi+OBq+OBquOCi+OBqOOAgg==
WW91IGhhdmUgbm8gaWRlYSBob3cgbXVjaCBlYXNpZXIgdGhhdCBtYWtlcyB0b25pZ2h0	44GC44Gq44Gf44Gv5LuK5aSc44Gr44Gp44KM44Gg44GR57Ch5Y2Y44Gr44Gq44KL44GL44KP44GL44KJ44Gq44GE
SSBrbm93IGl0IHdhcw==	44GK5ZWP44GE5ZCI44KP44Gb
SSBsb3ZlIHlvdQ==	56eB44Gv44GC44Gq44Gf44KS5oSb44GX44Gm44GE44G+44GZ
RG9vcnMgYXJlIG9wZW4uIFBlb3BsZSBhcmUgY29taW5nIGluLg==	44OJ44Ki44KS6ZaL44GR44G+44GZ44CCIOadpeWgtOOBl+OBpuOBvuOBmeOAgg==
SGUncyBiZWVuIGJhY2sgdG8gaXQgZm91ciB0aW1lcyB0b25pZ2h0	5aScNOWbnuOBvuOBp+aIu+OBo+OBpuOBjeOBnw==
Q29tcGxldGVseSByZWxheGVkLiBObyBpZGVhIHdoYXQgaGUncyBzdGFuZGluZyBpbiB0aGUgbWlkZGxlIG9mLg==	5a6M5YWo44Gr44Oq44Op44OD44Kv44K544CCIOmAlOS4reOBp+eri+OBoeWQkeOBi+OBhuOBruOBr+iAg+OBiOOBvuOBm+OCk+OAgg==
Tm90IHlldCBoaWhp	5pyq5bCx5qWt
TGVvIGp1c3QgY2FtZSBpbnRvIHRoZSBiYWNrIHJvb20=	44Gh44KH44GG44Gp5aWl44Gu6YOo5bGL44Gr5p2l44Gf44Os44Kq
RGlkIHlvdSB0d28gaGF2ZSBhIGNvbnZlcnNhdGlvbiBhYm91dCBtZQ==	5LqM5Lq644GM56eB44Gr44Gk44GE44Gm6Kmx44GX44Gm44GE44KL
QW5kIHlvdSBzYWlkIG5vIHRvIFNlbSBzdGF5aW5n	44GC44Gq44Gf44Gv44K744Og44Gr5rue5Zyo44GX44Gq44GE44KI44GG44Gr6KiA44GE44G+44GX44Gf
Q2FuIEkgYXNrIHdoeQ==	55CG55Sx44KS5bCL44Gt44KL44GT44Go44GM44Gn44GN44KL
Li4uWWVhaA==	Li4u44Ok44OP
VGhhdHMgZXhhY3RseSByaWdodCBhY3R1YWxseQ==	5a6f6Zqb44Gr5q2j44GX44GE44GT44Go
SGUgcGFpbnRlZCBtZSBmb3IgdGhyZWUgZGF5cyB3aXRob3V0IHRlbGxpbmcgYW55b25l	6Kqw44Gr44KC5Lyd44GI44Ga44GrM+aXpemWk+OAgeOCj+OBn+OBl+OCkuaPj+OBhOOBnw==
VG9uaWdodCBzaG91bGQgYmUgaGlz	5piO5pel44Gv44CB
SGUgVE9MRCB5b3U/	44GK5ZWP44GE5ZCI44KP44Gb
T2YgY291cnNlIGhlIGRpZG4ndA==	5b2T54S244Gu44GT44Go44Gq44GM44KJ
T2theS4gSSdtIGdvaW5nIHRvIHNheSBpdC4=	44GK5ZWP44GE5ZCI44KP44GbIOOBqOiogOOBhuOBpOOCguOCiuOBp+OBmeOAgg==
SSd2ZSBiZWVuIHdhbnRpbmcgdG8gYXNrIHlvdSBzb21ldGhpbmcgc2luY2UgdGhlIGJvdXRpcXVlLg==	44Ki44Oz44OG44Kj44O844Kv44GL44KJ5L2V44GL44KS6IGe44GE44Gm44G/44Gf44GE44Go5oCd44Gj44Gm44GE44Gf44KT44Gn44GZ44CC
VGhlIG90aGVyIHRoaW5n	44Gd44Gu5LuW44Gu5LqL5p+E
SSBib3VnaHQgaXQgYW5kIHB1dCBpdCBpbiBhIGRyYXdlciBhbmQgSSd2ZSBsb29rZWQgYXQgaXQgYWJvdXQgZm9ydHkgdGltZXMgaW4gdHdvIGRheXM=	6LK344Gj44Gm5byV5Ye644GX44Gr5YWl44KM44CBMuaXpeOBp+e0hDQw5Zue6KaL44Gm44G/44Gf
SSBicm91Z2h0IGl0IHRvbmlnaHQuIEl0cyBpbiBteSBiYWcu	5aSc44Gr6YGL44Gw44KM44G+44GX44Gf44CCIOODkOODg+OCsOOBq+OAgg==
QmVjYXVzZSBvZiB3aGF0IGl0IG1lYW5z	44Gd44KM44GM5oSP5ZGz44GZ44KL44KC44Gu44Gg44GL44KJ
QmVjYXVzZSB3ZSBuZXZlciBkaWQgdGhhdC4gWW91IGFuZCBtZS4gSW4gdGhyZWUgeWVhcnMu	5rG644GX44Gm44KE44Gj44Gm44GE44Gq44GL44Gj44Gf44GL44KJ44CCIOOBiuWVj+OBhOWQiOOCj+OBmyAz5bm05Lul5YaF
QW5kIEkgd2FudCB0by4gQW5kIEkgd2FudCB0byB3aXRoIGhpbS4=	44GK5ZWP44GE5ZCI44KP44GbIOengeOBr+W9vOOBqOS4gOe3kuOBq+OBl+OBn+OBhOOBp+OBmeOAgg==
QW5kIEkgY2FuJ3QgZG8gdGhhdCB3aXRob3V0IGFza2luZyB5b3UgZmlyc3QuIEkganVzdCBjYW4ndC4=	44G+44Ga44Gv44GK5Ly644GE44GX44Gq44GP44GX44Gm44Gv44GE44GR44Gq44GE44CCIOOBiuWVj+OBhOWQiOOCj+OBmw==
U2F5IHNvbWV0aGluZyBwbGVhc2U=	44GK5ZWP44GE5ZCI44KP44Gb
UGxlYXNlIGNhbiBJIGxldCBMZW8gaGF2ZSBtZSB0aGF0IHdheQ==	5piv6Z2e44CBTGVv44Gr44Gd44Gu6YGT44KS5pWZ44GI44Gm44GP44Gg44GV44GE44CC
UGxlYXNlIGNhbiBJIGdpdmUgaGltIHRoZSBvbmUgdGhpbmcgSSBuZXZlciBnYXZlIHlvdQ==	56eB44Gv44GC44Gq44Gf44Gr5LiO44GI44Gq44GE44KC44Gu44KS5b2844Gr5LiO44GI44Gm44GP44Gg44GV44GE
UGxlYXNlIGJhYnk=	44OZ44OT44O844OZ44OD44OJ
b2ggbXkgZ29k	56We5qeY44Gu56We5qeY
T0tBWQ==	44Kq44O844Kx44O8
WW91IHdpbGw=	44GK5ZWP44GE5ZCI44KP44Gb
SSdsbCB0ZWxsIHlvdSB0aGluZ3MgeW91IGRvbnQgd2FudCB0byBoZWFy	6IGe44GN44Gf44GP44Gq44GE44GT44Go44KS44GK5Lyd44GI44GX44G+44GZ
aGloaS4gR29vZGJveS4=	44OP44Kk44OP44KkIOOCsOODg+ODieODnOODvOOCpOOAgg==
SnVzdCBsaWtlIHRoYXQ/	44GT44KT44Gq5oSf44GYPw==
V2UgYXJlIHNvIGJhZCBhdCBiZWluZyBtYXJyaWVkIGhpaGk=	57WQ5ama44OS44OS44OS44Gn44Go44Gm44KC5oKq44GE44Gn44GZ
VGhhdHMgdGhlIGtpbmRlc3QgdGhpbmcgYW55b25lIGhhcyBzYWlkIHRvIG1lIHRoaXMgeWVhcg==	5LuK5bm044Gv6Kqw44GM56eB44Gr6KiA44Gj44Gf44GL44GM5LiA55Wq44Gu44GT44Go44Gn44GZ
SXRzIHdoYXQgSSB3YW50	5qyy44GX44GE44KC44Gu
SSB3YW50ZWQgaXQgYmVmb3JlIGhlIGV2ZXIgbWVudGlvbmVkIGl0	5b2844GM5LuK44G+44Gn6KiA5Y+K44GX44Gf5YmN44Gr44Gd44KM44KS5pyb44KT44Gn44GE44Gf
SSBsb3ZlIHlvdSBzbyBtdWNo	56eB44Gv44GC44Gq44Gf44Gr44Go44Gm44KC5aSn5aW944GN44Gn44GZ
SSdtIGdvaW5nIHRvIHB1dCBpdCBpbiBub3cuIEJlZm9yZSBwZW9wbGUgYXJyaXZlLg==	44GT44GT44G+44Gn5YWl44KM44KL44Gk44KC44KK44Gn44GZ44CCIOWIsOedgOWJjeOBqw==
SSBoYXZlIHRvIHN0YW5kIGluIGEgcm9vbSBmb3IgdGhyZWUgaG91cnMgbmV4dCB0byBhIHBhaW50aW5nIG9mIG15c2VsZg==	6Ieq5YiG44Gu57W155S744Gu5qiq44GrM+aZgumWk+mDqOWxi+OBq+eri+OBpOW/heimgeOBjOOBguOCiuOBvuOBmQ==
